# mRange,cKinked,Period
6.499534712925437496e+00,1.588050623358693514e+00,1.000000000000000000e+00
6.509534712925437283e+00,1.589168830336994187e+00,1.000000000000000000e+00
6.519534712925437070e+00,1.590287037315294860e+00,1.000000000000000000e+00
6.529534712925436857e+00,1.591405244293595533e+00,1.000000000000000000e+00
6.539534712925437532e+00,1.592523451271896207e+00,1.000000000000000000e+00
6.549534712925437319e+00,1.593641658250196880e+00,1.000000000000000000e+00
6.559534712925437105e+00,1.594759865228497553e+00,1.000000000000000000e+00
6.569534712925437780e+00,1.595878072206798226e+00,1.000000000000000000e+00
6.579534712925437567e+00,1.596996279185098899e+00,1.000000000000000000e+00
6.589534712925437354e+00,1.598114486163399572e+00,1.000000000000000000e+00
6.599534712925437141e+00,1.599232693141700246e+00,1.000000000000000000e+00
6.609534712925436928e+00,1.600350900120000919e+00,1.000000000000000000e+00
6.619534712925437603e+00,1.601469107098301814e+00,1.000000000000000000e+00
6.629534712925437390e+00,1.602587314076602265e+00,1.000000000000000000e+00
6.639534712925437177e+00,1.603705521054902938e+00,1.000000000000000000e+00
6.649534712925437852e+00,1.604823728033203611e+00,1.000000000000000000e+00
6.659534712925437638e+00,1.605941935011504507e+00,1.000000000000000000e+00
6.669534712925437425e+00,1.607060141989804958e+00,1.000000000000000000e+00
6.679534712925437212e+00,1.608178348968105631e+00,1.000000000000000000e+00
6.689534712925436999e+00,1.609296555946406304e+00,1.000000000000000000e+00
6.699534712925437674e+00,1.610414762924707199e+00,1.000000000000000000e+00
6.709534712925437461e+00,1.611532969903007650e+00,1.000000000000000000e+00
6.719534712925437248e+00,1.612651176881308546e+00,1.000000000000000000e+00
6.729534712925437923e+00,1.613769383859609219e+00,1.000000000000000000e+00
6.739534712925437709e+00,1.614887590837909892e+00,1.000000000000000000e+00
6.749534712925437496e+00,1.616005797816210343e+00,1.000000000000000000e+00
6.759534712925437283e+00,1.617124004794511016e+00,1.000000000000000000e+00
6.769534712925437070e+00,1.618242211772811912e+00,1.000000000000000000e+00
6.779534712925437745e+00,1.619360418751112585e+00,1.000000000000000000e+00
6.789534712925437532e+00,1.620478625729413258e+00,1.000000000000000000e+00
6.799534712925437319e+00,1.621596832707713709e+00,1.000000000000000000e+00
6.809534712925437994e+00,1.622712486942187615e+00,1.000000000000000000e+00
6.819534712925437780e+00,1.623821443249490848e+00,1.000000000000000000e+00
6.829534712925437567e+00,1.624930399556794525e+00,1.000000000000000000e+00
6.839534712925437354e+00,1.626039355864097757e+00,1.000000000000000000e+00
6.849534712925437141e+00,1.627148312171401212e+00,1.000000000000000000e+00
6.859534712925437816e+00,1.628257268478704667e+00,1.000000000000000000e+00
6.869534712925437603e+00,1.629366224786008344e+00,1.000000000000000000e+00
6.879534712925437390e+00,1.630475181093311798e+00,1.000000000000000000e+00
6.889534712925438065e+00,1.631584137400615253e+00,1.000000000000000000e+00
6.899534712925437852e+00,1.632693093707918930e+00,1.000000000000000000e+00
6.909534712925437638e+00,1.633802050015222163e+00,1.000000000000000000e+00
6.919534712925437425e+00,1.634911006322525395e+00,1.000000000000000000e+00
6.929534712925437212e+00,1.636019962629829072e+00,1.000000000000000000e+00
6.939534712925437887e+00,1.637128918937132527e+00,1.000000000000000000e+00
6.949534712925437674e+00,1.638237875244435982e+00,1.000000000000000000e+00
6.959534712925437461e+00,1.639346831551739214e+00,1.000000000000000000e+00
6.969534712925438136e+00,1.640455787859043113e+00,1.000000000000000000e+00
6.979534712925437923e+00,1.641564744166346346e+00,1.000000000000000000e+00
6.989534712925437709e+00,1.642673700473649578e+00,1.000000000000000000e+00
6.999534712925437496e+00,1.643782656780953255e+00,1.000000000000000000e+00
7.009534712925437283e+00,1.644891613088256710e+00,1.000000000000000000e+00
7.019534712925437958e+00,1.646000569395560165e+00,1.000000000000000000e+00
7.029534712925437745e+00,1.647109525702863619e+00,1.000000000000000000e+00
7.039534712925437532e+00,1.648218482010167074e+00,1.000000000000000000e+00
7.049534712925438207e+00,1.649327438317470751e+00,1.000000000000000000e+00
7.059534712925437994e+00,1.650436394624773984e+00,1.000000000000000000e+00
7.069534712925437780e+00,1.651545350932077660e+00,1.000000000000000000e+00
7.079534712925437567e+00,1.652654307239380893e+00,1.000000000000000000e+00
7.089534712925437354e+00,1.653763263546684126e+00,1.000000000000000000e+00
7.099534712925438029e+00,1.654872219853988025e+00,1.000000000000000000e+00
7.109534712925437816e+00,1.655981176161291257e+00,1.000000000000000000e+00
7.119534712925437603e+00,1.657090132468594712e+00,1.000000000000000000e+00
7.129534712925438278e+00,1.658199088775898167e+00,1.000000000000000000e+00
7.139534712925438065e+00,1.659308045083201844e+00,1.000000000000000000e+00
7.149534712925437852e+00,1.660417001390505076e+00,1.000000000000000000e+00
7.159534712925437638e+00,1.661525957697808531e+00,1.000000000000000000e+00
7.169534712925437425e+00,1.662634914005111986e+00,1.000000000000000000e+00
7.179534712925438100e+00,1.663743870312415440e+00,1.000000000000000000e+00
7.189534712925437887e+00,1.664852826619719117e+00,1.000000000000000000e+00
7.199534712925437674e+00,1.665961782927022572e+00,1.000000000000000000e+00
7.209534712925438349e+00,1.667070739234326027e+00,1.000000000000000000e+00
7.219534712925438136e+00,1.668179695541629481e+00,1.000000000000000000e+00
7.229534712925437923e+00,1.669288651848932936e+00,1.000000000000000000e+00
7.239534712925437709e+00,1.670397608156236391e+00,1.000000000000000000e+00
7.249534712925437496e+00,1.671506564463539846e+00,1.000000000000000000e+00
7.259534712925438171e+00,1.672615520770843300e+00,1.000000000000000000e+00
7.269534712925437958e+00,1.673724477078146755e+00,1.000000000000000000e+00
7.279534712925437745e+00,1.674833433385450210e+00,1.000000000000000000e+00
7.289534712925438420e+00,1.675942389692753665e+00,1.000000000000000000e+00
7.299534712925438207e+00,1.677051346000057119e+00,1.000000000000000000e+00
7.309534712925437994e+00,1.678160302307360574e+00,1.000000000000000000e+00
7.319534712925437780e+00,1.679269258614664029e+00,1.000000000000000000e+00
7.329534712925437567e+00,1.680378214921967484e+00,1.000000000000000000e+00
7.339534712925438242e+00,1.681487171229270938e+00,1.000000000000000000e+00
7.349534712925438029e+00,1.682596127536574393e+00,1.000000000000000000e+00
7.359534712925437816e+00,1.683705083843877848e+00,1.000000000000000000e+00
7.369534712925438491e+00,1.684814040151181302e+00,1.000000000000000000e+00
7.379534712925438278e+00,1.685922996458484757e+00,1.000000000000000000e+00
7.389534712925438065e+00,1.687031952765788212e+00,1.000000000000000000e+00
7.399534712925437852e+00,1.688140909073091667e+00,1.000000000000000000e+00
7.409534712925437638e+00,1.689249865380395121e+00,1.000000000000000000e+00
7.419534712925438313e+00,1.690358821687698576e+00,1.000000000000000000e+00
7.429534712925438100e+00,1.691467777995002031e+00,1.000000000000000000e+00
7.439534712925437887e+00,1.692576734302305486e+00,1.000000000000000000e+00
7.449534712925438562e+00,1.693685690609608940e+00,1.000000000000000000e+00
7.459534712925438349e+00,1.694794646916912395e+00,1.000000000000000000e+00
7.469534712925438136e+00,1.695903603224216072e+00,1.000000000000000000e+00
7.479534712925437923e+00,1.697012559531519527e+00,1.000000000000000000e+00
7.489534712925437709e+00,1.698121515838822759e+00,1.000000000000000000e+00
7.499534712925437496e+00,1.699230472146126214e+00,1.000000000000000000e+00
7.509534712925437283e+00,1.700339428453429669e+00,1.000000000000000000e+00
7.519534712925438846e+00,1.701448384760733346e+00,1.000000000000000000e+00
7.529534712925438633e+00,1.702557341068036800e+00,1.000000000000000000e+00
7.539534712925438420e+00,1.703666297375340255e+00,1.000000000000000000e+00
7.549534712925438207e+00,1.704775253682643488e+00,1.000000000000000000e+00
7.559534712925437994e+00,1.705884209989946942e+00,1.000000000000000000e+00
7.569534712925437780e+00,1.706993166297250619e+00,1.000000000000000000e+00
7.579534712925437567e+00,1.708102122604554074e+00,1.000000000000000000e+00
7.589534712925439131e+00,1.709211078911857529e+00,1.000000000000000000e+00
7.599534712925438917e+00,1.710320035219160983e+00,1.000000000000000000e+00
7.609534712925438704e+00,1.711428991526464216e+00,1.000000000000000000e+00
7.619534712925438491e+00,1.712537947833767893e+00,1.000000000000000000e+00
7.629534712925438278e+00,1.713646904141071348e+00,1.000000000000000000e+00
7.639534712925438065e+00,1.714755860448374802e+00,1.000000000000000000e+00
7.649534712925437852e+00,1.715864816755678257e+00,1.000000000000000000e+00
7.659534712925437638e+00,1.716973773062981490e+00,1.000000000000000000e+00
7.669534712925437425e+00,1.718082729370284945e+00,1.000000000000000000e+00
7.679534712925438988e+00,1.719191685677588621e+00,1.000000000000000000e+00
7.689534712925438775e+00,1.720300641984892076e+00,1.000000000000000000e+00
7.699534712925438562e+00,1.721409598292195531e+00,1.000000000000000000e+00
7.709534712925438349e+00,1.722518554599498986e+00,1.000000000000000000e+00
7.719534712925438136e+00,1.723627510906802218e+00,1.000000000000000000e+00
7.729534712925437923e+00,1.724732988439281689e+00,1.000000000000000000e+00
7.739534712925437709e+00,1.725833923641188150e+00,1.000000000000000000e+00
7.749534712925439273e+00,1.726934858843094833e+00,1.000000000000000000e+00
7.759534712925439059e+00,1.728035794045001516e+00,1.000000000000000000e+00
7.769534712925438846e+00,1.729136729246908200e+00,1.000000000000000000e+00
7.779534712925438633e+00,1.730237664448814883e+00,1.000000000000000000e+00
7.789534712925438420e+00,1.731338599650721344e+00,1.000000000000000000e+00
7.799534712925438207e+00,1.732439534852627805e+00,1.000000000000000000e+00
7.809534712925437994e+00,1.733540470054534488e+00,1.000000000000000000e+00
7.819534712925437780e+00,1.734641405256440949e+00,1.000000000000000000e+00
7.829534712925437567e+00,1.735742340458347632e+00,1.000000000000000000e+00
7.839534712925439131e+00,1.736843275660254315e+00,1.000000000000000000e+00
7.849534712925438917e+00,1.737944210862160999e+00,1.000000000000000000e+00
7.859534712925438704e+00,1.739045146064067460e+00,1.000000000000000000e+00
7.869534712925438491e+00,1.740146081265974143e+00,1.000000000000000000e+00
7.879534712925438278e+00,1.741247016467880826e+00,1.000000000000000000e+00
7.889534712925438065e+00,1.742347951669787509e+00,1.000000000000000000e+00
7.899534712925437852e+00,1.743448886871693970e+00,1.000000000000000000e+00
7.909534712925439415e+00,1.744549822073600875e+00,1.000000000000000000e+00
7.919534712925439202e+00,1.745650757275507114e+00,1.000000000000000000e+00
7.929534712925438988e+00,1.746751692477413798e+00,1.000000000000000000e+00
7.939534712925438775e+00,1.747852627679320481e+00,1.000000000000000000e+00
7.949534712925438562e+00,1.748953562881227164e+00,1.000000000000000000e+00
7.959534712925438349e+00,1.750054498083133625e+00,1.000000000000000000e+00
7.969534712925438136e+00,1.751155433285040086e+00,1.000000000000000000e+00
7.979534712925437923e+00,1.752256368486946547e+00,1.000000000000000000e+00
7.989534712925437709e+00,1.753357303688853008e+00,1.000000000000000000e+00
7.999534712925439273e+00,1.754458238890759914e+00,1.000000000000000000e+00
8.009534712925438171e+00,1.755559174092666375e+00,1.000000000000000000e+00
8.019534712925437958e+00,1.756660109294573058e+00,1.000000000000000000e+00
8.029534712925437745e+00,1.757761044496479741e+00,1.000000000000000000e+00
8.039534712925437532e+00,1.758861979698386202e+00,1.000000000000000000e+00
8.049534712925437319e+00,1.759962914900292663e+00,1.000000000000000000e+00
8.059534712925437105e+00,1.761063850102199346e+00,1.000000000000000000e+00
8.069534712925438669e+00,1.762164785304106029e+00,1.000000000000000000e+00
8.079534712925438455e+00,1.763265720506012713e+00,1.000000000000000000e+00
8.089534712925438242e+00,1.764366655707919396e+00,1.000000000000000000e+00
8.099534712925438029e+00,1.765467590909825857e+00,1.000000000000000000e+00
8.109534712925437816e+00,1.766568526111732318e+00,1.000000000000000000e+00
8.119534712925437603e+00,1.767669461313639001e+00,1.000000000000000000e+00
8.129534712925437390e+00,1.768770396515545684e+00,1.000000000000000000e+00
8.139534712925437177e+00,1.769871331717452367e+00,1.000000000000000000e+00
8.149534712925436963e+00,1.770972266919358828e+00,1.000000000000000000e+00
8.159534712925438527e+00,1.772073202121265512e+00,1.000000000000000000e+00
8.169534712925438313e+00,1.773174137323171973e+00,1.000000000000000000e+00
8.179534712925438100e+00,1.774275072525078656e+00,1.000000000000000000e+00
8.189534712925437887e+00,1.775376007726985339e+00,1.000000000000000000e+00
8.199534712925437674e+00,1.776476942928892022e+00,1.000000000000000000e+00
8.209534712925437461e+00,1.777577878130798261e+00,1.000000000000000000e+00
8.219534712925437248e+00,1.778678813332704944e+00,1.000000000000000000e+00
8.229534712925438811e+00,1.779779748534611628e+00,1.000000000000000000e+00
8.239534712925438598e+00,1.780880683736518311e+00,1.000000000000000000e+00
8.249534712925438384e+00,1.781981618938424994e+00,1.000000000000000000e+00
8.259534712925438171e+00,1.783082554140331677e+00,1.000000000000000000e+00
8.269534712925437958e+00,1.784183489342237916e+00,1.000000000000000000e+00
8.279534712925437745e+00,1.785284424544144599e+00,1.000000000000000000e+00
8.289534712925437532e+00,1.786385359746051282e+00,1.000000000000000000e+00
8.299534712925437319e+00,1.787486294947957965e+00,1.000000000000000000e+00
8.309534712925437105e+00,1.788587230149864427e+00,1.000000000000000000e+00
8.319534712925438669e+00,1.789688165351771332e+00,1.000000000000000000e+00
8.329534712925438455e+00,1.790789100553677571e+00,1.000000000000000000e+00
8.339534712925438242e+00,1.791890035755584254e+00,1.000000000000000000e+00
8.349534712925438029e+00,1.792990970957490715e+00,1.000000000000000000e+00
8.359534712925437816e+00,1.794091906159397620e+00,1.000000000000000000e+00
8.369534712925437603e+00,1.795192841361304081e+00,1.000000000000000000e+00
8.379534712925437390e+00,1.796293776563210542e+00,1.000000000000000000e+00
8.389534712925438953e+00,1.797394711765117448e+00,1.000000000000000000e+00
8.399534712925438740e+00,1.798495646967023909e+00,1.000000000000000000e+00
8.409534712925438527e+00,1.799596582168930592e+00,1.000000000000000000e+00
8.419534712925438313e+00,1.800697517370837053e+00,1.000000000000000000e+00
8.429534712925438100e+00,1.801798452572743736e+00,1.000000000000000000e+00
8.439534712925437887e+00,1.802899387774650197e+00,1.000000000000000000e+00
8.449534712925437674e+00,1.804000322976556880e+00,1.000000000000000000e+00
8.459534712925437461e+00,1.805101258178463342e+00,1.000000000000000000e+00
8.469534712925437248e+00,1.806202193380370025e+00,1.000000000000000000e+00
8.479534712925438811e+00,1.807303128582276708e+00,1.000000000000000000e+00
8.489534712925438598e+00,1.808404063784183391e+00,1.000000000000000000e+00
8.499534712925438384e+00,1.809504998986090074e+00,1.000000000000000000e+00
8.509534712925438171e+00,1.810605934187996535e+00,1.000000000000000000e+00
8.519534712925437958e+00,1.811706869389903218e+00,1.000000000000000000e+00
8.529534712925437745e+00,1.812807804591809679e+00,1.000000000000000000e+00
8.539534712925437532e+00,1.813908739793716363e+00,1.000000000000000000e+00
8.549534712925439095e+00,1.815009674995623046e+00,1.000000000000000000e+00
8.559534712925438882e+00,1.816110610197529507e+00,1.000000000000000000e+00
8.569534712925438669e+00,1.817211545399436190e+00,1.000000000000000000e+00
8.579534712925438455e+00,1.818312480601342873e+00,1.000000000000000000e+00
8.589534712925438242e+00,1.819413415803249112e+00,1.000000000000000000e+00
8.599534712925438029e+00,1.820514351005155795e+00,1.000000000000000000e+00
8.609534712925437816e+00,1.821615286207062478e+00,1.000000000000000000e+00
8.619534712925437603e+00,1.822716221408969162e+00,1.000000000000000000e+00
8.629534712925437390e+00,1.823817156610875623e+00,1.000000000000000000e+00
8.639534712925438953e+00,1.824918091812782528e+00,1.000000000000000000e+00
8.649534712925438740e+00,1.826019027014688989e+00,1.000000000000000000e+00
8.659534712925438527e+00,1.827119962216595450e+00,1.000000000000000000e+00
8.669534712925438313e+00,1.828220897418502133e+00,1.000000000000000000e+00
8.679534712925438100e+00,1.829321832620408594e+00,1.000000000000000000e+00
8.689534712925437887e+00,1.830422767822315278e+00,1.000000000000000000e+00
8.699534712925437674e+00,1.831523703024221739e+00,1.000000000000000000e+00
8.709534712925439237e+00,1.832624638226128644e+00,1.000000000000000000e+00
8.719534712925439024e+00,1.833725573428035105e+00,1.000000000000000000e+00
8.729534712925438811e+00,1.834826508629941788e+00,1.000000000000000000e+00
8.739534712925438598e+00,1.835927443831848249e+00,1.000000000000000000e+00
8.749534712925438384e+00,1.837028379033754932e+00,1.000000000000000000e+00
8.759534712925438171e+00,1.838129314235661615e+00,1.000000000000000000e+00
8.769534712925437958e+00,1.839230249437568077e+00,1.000000000000000000e+00
8.779534712925437745e+00,1.840331184639474760e+00,1.000000000000000000e+00
8.789534712925437532e+00,1.841432119841381221e+00,1.000000000000000000e+00
8.799534712925439095e+00,1.842533055043288126e+00,1.000000000000000000e+00
8.809534712925438882e+00,1.843633990245194587e+00,1.000000000000000000e+00
8.819534712925438669e+00,1.844734765034067081e+00,1.000000000000000000e+00
8.829534712925438455e+00,1.845828648676566264e+00,1.000000000000000000e+00
8.839534712925438242e+00,1.846922532319065224e+00,1.000000000000000000e+00
8.849534712925438029e+00,1.848016415961564407e+00,1.000000000000000000e+00
8.859534712925437816e+00,1.849110299604063368e+00,1.000000000000000000e+00
8.869534712925439379e+00,1.850204183246562772e+00,1.000000000000000000e+00
8.879534712925439166e+00,1.851298066889061733e+00,1.000000000000000000e+00
8.889534712925438953e+00,1.852391950531560694e+00,1.000000000000000000e+00
8.899534712925438740e+00,1.853485834174059876e+00,1.000000000000000000e+00
8.909534712925438527e+00,1.854579717816558837e+00,1.000000000000000000e+00
8.919534712925438313e+00,1.855673601459058020e+00,1.000000000000000000e+00
8.929534712925438100e+00,1.856767485101556758e+00,1.000000000000000000e+00
8.939534712925437887e+00,1.857861368744056163e+00,1.000000000000000000e+00
8.949534712925437674e+00,1.858955252386555124e+00,1.000000000000000000e+00
8.959534712925439237e+00,1.860049136029054306e+00,1.000000000000000000e+00
8.969534712925439024e+00,1.861143019671553489e+00,1.000000000000000000e+00
8.979534712925438811e+00,1.862236903314052228e+00,1.000000000000000000e+00
8.989534712925438598e+00,1.863330786956551632e+00,1.000000000000000000e+00
8.999534712925438384e+00,1.864424670599050371e+00,1.000000000000000000e+00
9.009534712925438171e+00,1.865518554241549776e+00,1.000000000000000000e+00
9.019534712925437958e+00,1.866612437884048736e+00,1.000000000000000000e+00
9.029534712925439521e+00,1.867706321526547697e+00,1.000000000000000000e+00
9.039534712925439308e+00,1.868800205169046880e+00,1.000000000000000000e+00
9.049534712925439095e+00,1.869894088811545840e+00,1.000000000000000000e+00
9.059534712925438882e+00,1.870987972454045245e+00,1.000000000000000000e+00
9.069534712925438669e+00,1.872081856096543984e+00,1.000000000000000000e+00
9.079534712925438455e+00,1.873175739739043166e+00,1.000000000000000000e+00
9.089534712925438242e+00,1.874269623381542349e+00,1.000000000000000000e+00
9.099534712925438029e+00,1.875363507024041310e+00,1.000000000000000000e+00
9.109534712925437816e+00,1.876457390666540492e+00,1.000000000000000000e+00
9.119534712925439379e+00,1.877551274309039453e+00,1.000000000000000000e+00
9.129534712925439166e+00,1.878645157951538636e+00,1.000000000000000000e+00
9.139534712925438953e+00,1.879739041594037596e+00,1.000000000000000000e+00
9.149534712925438740e+00,1.880832925236536779e+00,1.000000000000000000e+00
9.159534712925438527e+00,1.881926808879035962e+00,1.000000000000000000e+00
9.169534712925438313e+00,1.883020692521534922e+00,1.000000000000000000e+00
9.179534712925438100e+00,1.884114576164033661e+00,1.000000000000000000e+00
9.189534712925439663e+00,1.885208459806533066e+00,1.000000000000000000e+00
9.199534712925439450e+00,1.886302343449032470e+00,1.000000000000000000e+00
9.209534712925439237e+00,1.887396227091531209e+00,1.000000000000000000e+00
9.219534712925439024e+00,1.888490110734030392e+00,1.000000000000000000e+00
9.229534712925438811e+00,1.889583994376529574e+00,1.000000000000000000e+00
9.239534712925438598e+00,1.890677878019028535e+00,1.000000000000000000e+00
9.249534712925438384e+00,1.891771761661527496e+00,1.000000000000000000e+00
9.259534712925438171e+00,1.892865645304026678e+00,1.000000000000000000e+00
9.269534712925437958e+00,1.893959528946525639e+00,1.000000000000000000e+00
9.279534712925439521e+00,1.895053412589024600e+00,1.000000000000000000e+00
9.289534712925439308e+00,1.896147296231524004e+00,1.000000000000000000e+00
9.299534712925439095e+00,1.897241179874022965e+00,1.000000000000000000e+00
9.309534712925438882e+00,1.898335063516522148e+00,1.000000000000000000e+00
9.319534712925438669e+00,1.899428947159020886e+00,1.000000000000000000e+00
9.329534712925438455e+00,1.900522830801520069e+00,1.000000000000000000e+00
9.339534712925438242e+00,1.901616714444019252e+00,1.000000000000000000e+00
9.349534712925439806e+00,1.902710598086518434e+00,1.000000000000000000e+00
9.359534712925439592e+00,1.903804481729017617e+00,1.000000000000000000e+00
9.369534712925439379e+00,1.904898365371516578e+00,1.000000000000000000e+00
9.379534712925439166e+00,1.905992249014015538e+00,1.000000000000000000e+00
9.389534712925438953e+00,1.907086132656514499e+00,1.000000000000000000e+00
9.399534712925438740e+00,1.908180016299013460e+00,1.000000000000000000e+00
9.409534712925438527e+00,1.909273899941512642e+00,1.000000000000000000e+00
9.419534712925438313e+00,1.910367783584011603e+00,1.000000000000000000e+00
9.429534712925438100e+00,1.911461667226511008e+00,1.000000000000000000e+00
9.439534712925439663e+00,1.912555550869010190e+00,1.000000000000000000e+00
9.449534712925439450e+00,1.913649434511509151e+00,1.000000000000000000e+00
9.459534712925439237e+00,1.914743318154008112e+00,1.000000000000000000e+00
-5.304652870745691917e-01,0.000000000000000000e+00,2.000000000000000000e+00
-5.204652870745691828e-01,9.243721065714255100e-03,2.000000000000000000e+00
-5.104652870745691740e-01,1.841312310867846899e-02,2.000000000000000000e+00
-5.004652870745691651e-01,2.754718648543910339e-02,2.000000000000000000e+00
-4.904652870745691562e-01,3.668124986219974126e-02,2.000000000000000000e+00
-4.804652870745691473e-01,4.581531323896036872e-02,2.000000000000000000e+00
-4.704652870745691384e-01,5.494937661572101006e-02,2.000000000000000000e+00
-4.604652870745691295e-01,6.408343999248164446e-02,2.000000000000000000e+00
-4.504652870745691207e-01,7.321750336924227887e-02,2.000000000000000000e+00
-4.404652870745691118e-01,8.235156674600291327e-02,2.000000000000000000e+00
-4.304652870745691029e-01,9.148563012276354767e-02,2.000000000000000000e+00
-4.204652870745690940e-01,1.006196934995241821e-01,2.000000000000000000e+00
-4.104652870745690851e-01,1.097537568762848165e-01,2.000000000000000000e+00
-4.004652870745690763e-01,1.188878202530454509e-01,2.000000000000000000e+00
-3.904652870745690674e-01,1.280218836298060991e-01,2.000000000000000000e+00
-3.804652870745690585e-01,1.371559470065666919e-01,2.000000000000000000e+00
-3.704652870745690496e-01,1.462900103833273679e-01,2.000000000000000000e+00
-3.604652870745690407e-01,1.554240737600879885e-01,2.000000000000000000e+00
-3.504652870745690318e-01,1.645581371368486368e-01,2.000000000000000000e+00
-3.404652870745690230e-01,1.736922005136092850e-01,2.000000000000000000e+00
-3.304652870745690141e-01,1.828262638903698778e-01,2.000000000000000000e+00
-3.204652870745690052e-01,1.919603272671305261e-01,2.000000000000000000e+00
-3.104652870745689963e-01,2.010943906438911466e-01,2.000000000000000000e+00
-3.004652870745689874e-01,2.102284540206518226e-01,2.000000000000000000e+00
-2.904652870745689786e-01,2.190889306647882118e-01,2.000000000000000000e+00
-2.804652870745689697e-01,2.277147259876192986e-01,2.000000000000000000e+00
-2.704652870745689608e-01,2.363405213104504132e-01,2.000000000000000000e+00
-2.604652870745689519e-01,2.449663166332815556e-01,2.000000000000000000e+00
-2.504652870745689430e-01,2.535921119561126424e-01,2.000000000000000000e+00
-2.404652870745689341e-01,2.622179072789437848e-01,2.000000000000000000e+00
-2.304652870745689253e-01,2.708437026017748717e-01,2.000000000000000000e+00
-2.204652870745689164e-01,2.794694979246059585e-01,2.000000000000000000e+00
-2.104652870745689075e-01,2.880952932474371009e-01,2.000000000000000000e+00
-2.004652870745688986e-01,2.967210885702681877e-01,2.000000000000000000e+00
-1.904652870745688897e-01,3.053468838930993301e-01,2.000000000000000000e+00
-1.804652870745688809e-01,3.139726792159304170e-01,2.000000000000000000e+00
-1.704652870745688720e-01,3.225984745387615038e-01,2.000000000000000000e+00
-1.604652870745688631e-01,3.312242698615926462e-01,2.000000000000000000e+00
-1.504652870745688542e-01,3.398500651844237330e-01,2.000000000000000000e+00
-1.404652870745688453e-01,3.478561218223328311e-01,2.000000000000000000e+00
-1.304652870745688364e-01,3.556781286361420658e-01,2.000000000000000000e+00
-1.204652870745688276e-01,3.635001354499513004e-01,2.000000000000000000e+00
-1.104652870745688187e-01,3.713221422637605906e-01,2.000000000000000000e+00
-1.004652870745688098e-01,3.791441490775698253e-01,2.000000000000000000e+00
-9.046528707456880092e-02,3.869661558913790600e-01,2.000000000000000000e+00
-8.046528707456879204e-02,3.947881627051882947e-01,2.000000000000000000e+00
-7.046528707456878315e-02,4.026101695189975849e-01,2.000000000000000000e+00
-6.046528707456877427e-02,4.104321763328068196e-01,2.000000000000000000e+00
-5.046528707456876539e-02,4.182541831466160542e-01,2.000000000000000000e+00
-4.046528707456875651e-02,4.252934692294730867e-01,2.000000000000000000e+00
-3.046528707456874763e-02,4.322434202611846188e-01,2.000000000000000000e+00
-2.046528707456873875e-02,4.391933712928963174e-01,2.000000000000000000e+00
-1.046528707456872986e-02,4.461433223246078494e-01,2.000000000000000000e+00
-4.652870745687209819e-04,4.530932733563194370e-01,2.000000000000000000e+00
9.534712925431287900e-03,4.600432243880310801e-01,2.000000000000000000e+00
1.953471292543129678e-02,4.669931754197426677e-01,2.000000000000000000e+00
2.953471292543130566e-02,4.736104064078586195e-01,2.000000000000000000e+00
3.953471292543131455e-02,4.797639166842736502e-01,2.000000000000000000e+00
4.953471292543132343e-02,4.859174269606886254e-01,2.000000000000000000e+00
5.953471292543133231e-02,4.920709372371037116e-01,2.000000000000000000e+00
6.953471292543134119e-02,4.982244475135186867e-01,2.000000000000000000e+00
7.953471292543135007e-02,5.043779577899337729e-01,2.000000000000000000e+00
8.953471292543135895e-02,5.104526314968422795e-01,2.000000000000000000e+00
9.953471292543136784e-02,5.159385110551085729e-01,2.000000000000000000e+00
1.095347129254313767e-01,5.214243906133750883e-01,2.000000000000000000e+00
1.195347129254313856e-01,5.269102701716414927e-01,2.000000000000000000e+00
1.295347129254313945e-01,5.323961497299078971e-01,2.000000000000000000e+00
1.395347129254314034e-01,5.378820292881743015e-01,2.000000000000000000e+00
1.495347129254314122e-01,5.431492357552322181e-01,2.000000000000000000e+00
1.595347129254314211e-01,5.481010658801465096e-01,2.000000000000000000e+00
1.695347129254314300e-01,5.530528960050609122e-01,2.000000000000000000e+00
1.795347129254314389e-01,5.580047261299752037e-01,2.000000000000000000e+00
1.895347129254314478e-01,5.629565562548894952e-01,2.000000000000000000e+00
1.995347129254314567e-01,5.679083863798037868e-01,2.000000000000000000e+00
2.095347129254314655e-01,5.724146478684848383e-01,2.000000000000000000e+00
2.195347129254314744e-01,5.769089379694039010e-01,2.000000000000000000e+00
2.295347129254314833e-01,5.814032280703227418e-01,2.000000000000000000e+00
2.395347129254314922e-01,5.858975181712418046e-01,2.000000000000000000e+00
2.495347129254315011e-01,5.903918082721607563e-01,2.000000000000000000e+00
2.595347129254315099e-01,5.946803498055490689e-01,2.000000000000000000e+00
2.695347129254315188e-01,5.988627742450639557e-01,2.000000000000000000e+00
2.795347129254315277e-01,6.030451986845788426e-01,2.000000000000000000e+00
2.895347129254315366e-01,6.072276231240939515e-01,2.000000000000000000e+00
2.995347129254315455e-01,6.114100475636088383e-01,2.000000000000000000e+00
3.095347129254315544e-01,6.155173967789874245e-01,2.000000000000000000e+00
3.195347129254315632e-01,6.194408066386140055e-01,2.000000000000000000e+00
3.295347129254315721e-01,6.233642164982406975e-01,2.000000000000000000e+00
3.395347129254315810e-01,6.272876263578675005e-01,2.000000000000000000e+00
3.495347129254315899e-01,6.312110362174940814e-01,2.000000000000000000e+00
3.595347129254315988e-01,6.351344460771207734e-01,2.000000000000000000e+00
