# mRange,cKinked,cIRA,period
2.278435093952754009e+00,1.035213764582528562e+00,1.032894911731903287e+00,1.500000000000000000e+01
2.288435093952754684e+00,1.036235863000627866e+00,1.033940090439668724e+00,1.500000000000000000e+01
2.298435093952754471e+00,1.037257961418727614e+00,1.034985269147434161e+00,1.500000000000000000e+01
2.308435093952754258e+00,1.038280059836826918e+00,1.036030447855199599e+00,1.500000000000000000e+01
2.318435093952754045e+00,1.039302158254926667e+00,1.037075626562965036e+00,1.500000000000000000e+01
2.328435093952754720e+00,1.040324256673025971e+00,1.038120805270730695e+00,1.500000000000000000e+01
2.338435093952754507e+00,1.041346355091125497e+00,1.039165983978496133e+00,1.500000000000000000e+01
2.348435093952754293e+00,1.042368453509225024e+00,1.040211162686261570e+00,1.500000000000000000e+01
2.358435093952754080e+00,1.043390551927324550e+00,1.041256341394027007e+00,1.500000000000000000e+01
2.368435093952754755e+00,1.044412650345424076e+00,1.042301520101792445e+00,1.500000000000000000e+01
2.378435093952754542e+00,1.045434748763523602e+00,1.043346698809557882e+00,1.500000000000000000e+01
2.388435093952754329e+00,1.046456847181623129e+00,1.044391877517323319e+00,1.500000000000000000e+01
2.398435093952754116e+00,1.047478945599722655e+00,1.045437056225088757e+00,1.500000000000000000e+01
2.408435093952754791e+00,1.048501044017822181e+00,1.046482234932854416e+00,1.500000000000000000e+01
2.418435093952754578e+00,1.049523142435921486e+00,1.047482144904910095e+00,1.500000000000000000e+01
-5.304652870745691917e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01
-5.204652870745691828e-01,9.243718668710886738e-03,8.306073603280880735e-03,2.000000000000000000e+01
-5.104652870745691740e-01,1.836742779547896609e-02,1.753504427359285633e-02,2.000000000000000000e+01
-5.004652870745691651e-01,2.743407352701696111e-02,2.671976997916276214e-02,2.000000000000000000e+01
-4.904652870745691562e-01,3.650071925855495614e-02,3.580133869149066533e-02,2.000000000000000000e+01
-4.804652870745691473e-01,4.556736499009295116e-02,4.488290740381856853e-02,2.000000000000000000e+01
-4.704652870745691384e-01,5.463401072163094618e-02,5.396447611614647866e-02,2.000000000000000000e+01
-4.604652870745691295e-01,6.370065645316895508e-02,6.304604482847438185e-02,2.000000000000000000e+01
-4.504652870745691207e-01,7.276730218470695011e-02,7.212761354080228504e-02,2.000000000000000000e+01
-4.404652870745691118e-01,8.183394791624494513e-02,8.120918225313018823e-02,2.000000000000000000e+01
-4.304652870745691029e-01,9.090059364778294015e-02,9.029075096545810530e-02,2.000000000000000000e+01
-4.204652870745690940e-01,9.996723937932093518e-02,9.937231967778599462e-02,2.000000000000000000e+01
-4.104652870745690851e-01,1.090338851108589441e-01,1.084538883901138978e-01,2.000000000000000000e+01
-4.004652870745690763e-01,1.181005308423969391e-01,1.175354571024417871e-01,2.000000000000000000e+01
-3.904652870745690674e-01,1.271671765739349202e-01,1.266170258147696903e-01,2.000000000000000000e+01
-3.804652870745690585e-01,1.362338223054729014e-01,1.356985945270975935e-01,2.000000000000000000e+01
-3.704652870745690496e-01,1.453004680370109103e-01,1.447801632394254967e-01,2.000000000000000000e+01
-3.604652870745690407e-01,1.543671137685488914e-01,1.538617319517533999e-01,2.000000000000000000e+01
-3.504652870745690318e-01,1.634337595000869281e-01,1.629433006640813031e-01,2.000000000000000000e+01
-3.404652870745690230e-01,1.725004052316249092e-01,1.720248693764092063e-01,2.000000000000000000e+01
-3.304652870745690141e-01,1.815670509631629181e-01,1.811064380887371095e-01,2.000000000000000000e+01
-3.204652870745690052e-01,1.906336966947008993e-01,1.901880068010650127e-01,2.000000000000000000e+01
-3.104652870745689963e-01,1.997003424262389082e-01,1.992695755133929159e-01,2.000000000000000000e+01
-3.004652870745689874e-01,2.087669881577768893e-01,2.083511442257208190e-01,2.000000000000000000e+01
-2.904652870745689786e-01,2.178336338893149260e-01,2.174327129380486945e-01,2.000000000000000000e+01
-2.804652870745689697e-01,2.269002796208529071e-01,2.265142816503766254e-01,2.000000000000000000e+01
-2.704652870745689608e-01,2.359669253523908605e-01,2.355958503627045286e-01,2.000000000000000000e+01
-2.604652870745689519e-01,2.450335710839288972e-01,2.446774190750324041e-01,2.000000000000000000e+01
-2.504652870745689430e-01,2.541002168154668506e-01,2.537589877873603350e-01,2.000000000000000000e+01
-2.404652870745689341e-01,2.631668625470048872e-01,2.622958689515267894e-01,2.000000000000000000e+01
-2.304652870745689253e-01,2.715595794369488059e-01,2.706549403395225872e-01,2.000000000000000000e+01
-2.204652870745689164e-01,2.798073512145841102e-01,2.790140117275183851e-01,2.000000000000000000e+01
-2.104652870745689075e-01,2.880551229922194700e-01,2.873730831155142385e-01,2.000000000000000000e+01
-2.004652870745688986e-01,2.963028947698548299e-01,2.957321545035100363e-01,2.000000000000000000e+01
-1.904652870745688897e-01,3.045506665474901342e-01,3.040331442850406907e-01,2.000000000000000000e+01
-1.804652870745688809e-01,3.127984383251254386e-01,3.123002345363566912e-01,2.000000000000000000e+01
-1.704652870745688720e-01,3.210462101027607984e-01,3.205673247876726917e-01,2.000000000000000000e+01
-1.604652870745688631e-01,3.292939818803961582e-01,3.288344150389888032e-01,2.000000000000000000e+01
-1.504652870745688542e-01,3.375417536580314626e-01,3.371015052903048037e-01,2.000000000000000000e+01
-1.404652870745688453e-01,3.457895254356668224e-01,3.453685955416208597e-01,2.000000000000000000e+01
-1.304652870745688364e-01,3.540372972133021268e-01,3.535958069181680541e-01,2.000000000000000000e+01
-1.204652870745688276e-01,3.622850689909374866e-01,3.618226103206420574e-01,2.000000000000000000e+01
-1.104652870745688187e-01,3.705328407685727909e-01,3.700494137231160607e-01,2.000000000000000000e+01
-1.004652870745688098e-01,3.787806125462081508e-01,3.782762171255900085e-01,2.000000000000000000e+01
-9.046528707456880092e-02,3.870283843238434551e-01,3.865030205280639009e-01,2.000000000000000000e+01
-8.046528707456879204e-02,3.952761561014788150e-01,3.947298239305379042e-01,2.000000000000000000e+01
-7.046528707456878315e-02,4.026009723346707925e-01,4.021105163730071541e-01,2.000000000000000000e+01
-6.046528707456877427e-02,4.096951529159444938e-01,4.092196241042496685e-01,2.000000000000000000e+01
-5.046528707456876539e-02,4.167893334972181396e-01,4.163287318354922384e-01,2.000000000000000000e+01
-4.046528707456875651e-02,4.238835140784918964e-01,4.234378395667348083e-01,2.000000000000000000e+01
-3.046528707456874763e-02,4.309776946597655423e-01,4.305469472979773782e-01,2.000000000000000000e+01
-2.046528707456873875e-02,4.380718752410392436e-01,4.376560550292198926e-01,2.000000000000000000e+01
-1.046528707456872986e-02,4.451660558223129449e-01,4.447651627604624625e-01,2.000000000000000000e+01
-4.652870745687209819e-04,4.522602364035866462e-01,4.513688858958799233e-01,2.000000000000000000e+01
9.534712925431287900e-03,4.593544169848603476e-01,4.578819622213138874e-01,2.000000000000000000e+01
1.953471292543129678e-02,4.664485975661340489e-01,4.643950385467479069e-01,2.000000000000000000e+01
2.953471292543130566e-02,4.731765313692053443e-01,4.709081148721818710e-01,2.000000000000000000e+01
3.953471292543131455e-02,4.792090335824613079e-01,4.774211911976158351e-01,2.000000000000000000e+01
4.953471292543132343e-02,4.852415357957172715e-01,4.839342675230497992e-01,2.000000000000000000e+01
5.953471292543133231e-02,4.912740380089731795e-01,4.904473438484838188e-01,2.000000000000000000e+01
6.953471292543134119e-02,4.973065402222291986e-01,4.968125988587642761e-01,2.000000000000000000e+01
7.953471292543135007e-02,5.033390424354851067e-01,5.024134278793849218e-01,2.000000000000000000e+01
8.953471292543135895e-02,5.093715446487411258e-01,5.080142569000054564e-01,2.000000000000000000e+01
9.953471292543136784e-02,5.154040468619970339e-01,5.136150859206261021e-01,2.000000000000000000e+01
1.095347129254313767e-01,5.214024918675197462e-01,5.192159149412467478e-01,2.000000000000000000e+01
1.195347129254313856e-01,5.266107564959993104e-01,5.248167439618672825e-01,2.000000000000000000e+01
1.295347129254313945e-01,5.318190211244788745e-01,5.304175729824878172e-01,2.000000000000000000e+01
1.395347129254314034e-01,5.370272857529586608e-01,5.360184020031084628e-01,2.000000000000000000e+01
1.495347129254314122e-01,5.422355503814383360e-01,5.416192310237291085e-01,2.000000000000000000e+01
1.595347129254314211e-01,5.474438150099180111e-01,5.467417442582075404e-01,2.000000000000000000e+01
1.695347129254314300e-01,5.526520796383976863e-01,5.515175787765546067e-01,2.000000000000000000e+01
1.795347129254314389e-01,5.578603442668772505e-01,5.562934132949016730e-01,2.000000000000000000e+01
1.895347129254314478e-01,5.627015483995739809e-01,5.610692478132487393e-01,2.000000000000000000e+01
1.995347129254314567e-01,5.672647045272429800e-01,5.658450823315958056e-01,2.000000000000000000e+01
2.095347129254314655e-01,5.718278606549119791e-01,5.706209168499428719e-01,2.000000000000000000e+01
2.195347129254314744e-01,5.763910167825809783e-01,5.753967513682898272e-01,2.000000000000000000e+01
2.295347129254314833e-01,5.809541729102500884e-01,5.801725858866368934e-01,2.000000000000000000e+01
2.395347129254314922e-01,5.855173290379190876e-01,5.849484204049839597e-01,2.000000000000000000e+01
2.495347129254315011e-01,5.900804851655881977e-01,5.897242549233310260e-01,2.000000000000000000e+01
2.595347129254315099e-01,5.944651715766285927e-01,5.938235444309932776e-01,2.000000000000000000e+01
2.695347129254315188e-01,5.985758978648685336e-01,5.978932115990560625e-01,2.000000000000000000e+01
2.795347129254315277e-01,6.026866241531085855e-01,6.019628787671187364e-01,2.000000000000000000e+01
2.895347129254315366e-01,6.067973504413486374e-01,6.060325459351814104e-01,2.000000000000000000e+01
2.995347129254315455e-01,6.109080767295886893e-01,6.101022131032440843e-01,2.000000000000000000e+01
3.095347129254315544e-01,6.150188030178286303e-01,6.141718802713067582e-01,2.000000000000000000e+01
3.195347129254315632e-01,6.191295293060686822e-01,6.182415474393694321e-01,2.000000000000000000e+01
3.295347129254315721e-01,6.231930048446634451e-01,6.223112146074319950e-01,2.000000000000000000e+01
3.395347129254315810e-01,6.270100140093091134e-01,6.263808817754946690e-01,2.000000000000000000e+01
3.495347129254315899e-01,6.308270231739547818e-01,6.304505489435573429e-01,2.000000000000000000e+01
3.595347129254315988e-01,6.346440323386004501e-01,6.344704057357118954e-01,2.000000000000000000e+01
3.695347129254316076e-01,6.384610415032461184e-01,6.381405755426101667e-01,2.000000000000000000e+01
3.795347129254316165e-01,6.422780506678917867e-01,6.418107453495084380e-01,2.000000000000000000e+01
3.895347129254316254e-01,6.460950598325374550e-01,6.454809151564067093e-01,2.000000000000000000e+01
3.995347129254316343e-01,6.499120689971830123e-01,6.491510849633049807e-01,2.000000000000000000e+01
4.095347129254316432e-01,6.535801131344333159e-01,6.528212547702032520e-01,2.000000000000000000e+01
4.195347129254316521e-01,6.571553692935364621e-01,6.564914245771014123e-01,2.000000000000000000e+01
4.295347129254316609e-01,6.607306254526397193e-01,6.601615943839996836e-01,2.000000000000000000e+01
4.395347129254316698e-01,6.643058816117428655e-01,6.638317641908979549e-01,2.000000000000000000e+01
4.495347129254316787e-01,6.678811377708462338e-01,6.675019339977962263e-01,2.000000000000000000e+01
4.595347129254316876e-01,6.714563939299493800e-01,6.711721038046944976e-01,2.000000000000000000e+01
4.695347129254316965e-01,6.750316500890526372e-01,6.748422736115927689e-01,2.000000000000000000e+01
4.795347129254317053e-01,6.786069062481558944e-01,6.785124434184909292e-01,2.000000000000000000e+01
4.895347129254317142e-01,6.820716352833307017e-01,6.818648927127225479e-01,2.000000000000000000e+01
4.995347129254317231e-01,6.854750501434807575e-01,6.851703738375675146e-01,2.000000000000000000e+01
5.095347129254317320e-01,6.888784650036308133e-01,6.884758549624124813e-01,2.000000000000000000e+01
5.195347129254317409e-01,6.922818798637809801e-01,6.917813360872573369e-01,2.000000000000000000e+01
5.295347129254317498e-01,6.956852947239311469e-01,6.950868172121023036e-01,2.000000000000000000e+01
5.395347129254317586e-01,6.990887095840812027e-01,6.983922983369472703e-01,2.000000000000000000e+01
5.495347129254317675e-01,7.024921244442312585e-01,7.016977794617922370e-01,2.000000000000000000e+01
5.595347129254317764e-01,7.058955393043814253e-01,7.050032605866372037e-01,2.000000000000000000e+01
5.695347129254317853e-01,7.092819273199277852e-01,7.083087417114821704e-01,2.000000000000000000e+01
5.795347129254317942e-01,7.124980746722220371e-01,7.116142228363271371e-01,2.000000000000000000e+01
5.895347129254318030e-01,7.157142220245162889e-01,7.149197039611721038e-01,2.000000000000000000e+01
5.995347129254318119e-01,7.189303693768104297e-01,7.182251850860170705e-01,2.000000000000000000e+01
6.095347129254318208e-01,7.221465167291045706e-01,7.215306662108619262e-01,2.000000000000000000e+01
6.195347129254318297e-01,7.253626640813988224e-01,7.248361473357068929e-01,2.000000000000000000e+01
6.295347129254318386e-01,7.285788114336930743e-01,7.281789016078746846e-01,2.000000000000000000e+01
6.395347129254318475e-01,7.317949587859872151e-01,7.315238848473766264e-01,2.000000000000000000e+01
6.495347129254318563e-01,7.350111061382814670e-01,7.348688680868789014e-01,2.000000000000000000e+01
6.595347129254318652e-01,7.382272534905757189e-01,7.382138513263808433e-01,2.000000000000000000e+01
6.695347129254318741e-01,7.412296536972647898e-01,7.415588345658828962e-01,2.000000000000000000e+01
6.795347129254318830e-01,7.442091286924202853e-01,7.449038178053850601e-01,2.000000000000000000e+01
6.895347129254318919e-01,7.471886036875755588e-01,7.482488010448871130e-01,2.000000000000000000e+01
6.995347129254319007e-01,7.501680786827310543e-01,7.515937842843891659e-01,2.000000000000000000e+01
7.095347129254319096e-01,7.531475536778864388e-01,7.549387675238912188e-01,2.000000000000000000e+01
7.195347129254319185e-01,7.561270286730419343e-01,7.582837507633932717e-01,2.000000000000000000e+01
7.295347129254319274e-01,7.591065036681972078e-01,7.616287340028954356e-01,2.000000000000000000e+01
7.395347129254319363e-01,7.620859786633527033e-01,7.649737172423973774e-01,2.000000000000000000e+01
7.495347129254319452e-01,7.650654536585080878e-01,7.683187004818995414e-01,2.000000000000000000e+01
7.595347129254319540e-01,7.680105316064855803e-01,7.716636837214015943e-01,2.000000000000000000e+01
7.695347129254319629e-01,7.704338858867693096e-01,7.750086669609036472e-01,2.000000000000000000e+01
7.795347129254319718e-01,7.795347129254319718e-01,7.783966703290030598e-01,2.000000000000000000e+01
7.895347129254319807e-01,7.895347129254319807e-01,7.831766474393854205e-01,2.000000000000000000e+01
7.995347129254319896e-01,7.995347129254319896e-01,7.879566245497676702e-01,2.000000000000000000e+01
8.095347129254319984e-01,8.095347129254319984e-01,7.927366016601498089e-01,2.000000000000000000e+01
8.195347129254320073e-01,8.195347129254320073e-01,7.975165787705321696e-01,2.000000000000000000e+01
8.295347129254320162e-01,8.295347129254320162e-01,8.022965558809143083e-01,2.000000000000000000e+01
8.395347129254320251e-01,8.369329135835162914e-01,8.070765329912965580e-01,2.000000000000000000e+01
8.495347129254320340e-01,8.396447420253119187e-01,8.118565101016788077e-01,2.000000000000000000e+01
8.595347129254320429e-01,8.423565704671076571e-01,8.166364872120610574e-01,2.000000000000000000e+01
8.695347129254320517e-01,8.450683989089032844e-01,8.214164643224433071e-01,2.000000000000000000e+01
8.795347129254320606e-01,8.477802273506988007e-01,8.261964414328254458e-01,2.000000000000000000e+01
8.895347129254320695e-01,8.504920557924944280e-01,8.309764185432076955e-01,2.000000000000000000e+01
8.995347129254320784e-01,8.532038842342901663e-01,8.357563956535899452e-01,2.000000000000000000e+01
9.095347129254320873e-01,8.559157126760856826e-01,8.405363727639720839e-01,2.000000000000000000e+01
9.195347129254320961e-01,8.586275411178814210e-01,8.453163498743543336e-01,2.000000000000000000e+01
9.295347129254321050e-01,8.613189178980924510e-01,8.500963269847365833e-01,2.000000000000000000e+01
9.395347129254321139e-01,8.635003739410974655e-01,8.548763040951188330e-01,2.000000000000000000e+01
9.495347129254321228e-01,8.656818299841022579e-01,8.596562812055009717e-01,2.000000000000000000e+01
9.595347129254321317e-01,8.678632860271071614e-01,8.644362583158833324e-01,2.000000000000000000e+01
9.695347129254321406e-01,8.700447420701120649e-01,8.671891941284882721e-01,2.000000000000000000e+01
9.795347129254321494e-01,8.722261981131170794e-01,8.692481433589878126e-01,2.000000000000000000e+01
9.895347129254321583e-01,8.744076541561219829e-01,8.713070925894874641e-01,2.000000000000000000e+01
9.995347129254321672e-01,8.765891101991269974e-01,8.733660418199870046e-01,2.000000000000000000e+01
1.009534712925432176e+00,8.787705662421319008e-01,8.754249910504865451e-01,2.000000000000000000e+01
1.019534712925432185e+00,8.809520222851368043e-01,8.774839402809861966e-01,2.000000000000000000e+01
1.029534712925432194e+00,8.831334783281415968e-01,8.795428895114857371e-01,2.000000000000000000e+01
1.039534712925432203e+00,8.853002030425954905e-01,8.816018387419852775e-01,2.000000000000000000e+01
1.049534712925432212e+00,8.872431327470005069e-01,8.836607879724849290e-01,2.000000000000000000e+01
1.059534712925432220e+00,8.891860624514056344e-01,8.857197372029843585e-01,2.000000000000000000e+01
1.069534712925432229e+00,8.911289921558106508e-01,8.877786864334840100e-01,2.000000000000000000e+01
1.079534712925432238e+00,8.930719218602157783e-01,8.898376356639835505e-01,2.000000000000000000e+01
1.089534712925432247e+00,8.950148515646206837e-01,8.918965848944830910e-01,2.000000000000000000e+01
1.099534712925432256e+00,8.969577812690257002e-01,8.939555341249827425e-01,2.000000000000000000e+01
1.109534712925432265e+00,8.989007109734308276e-01,8.960144833554822830e-01,2.000000000000000000e+01
1.119534712925432274e+00,9.008436406778358441e-01,8.980734325859818235e-01,2.000000000000000000e+01
1.129534712925432283e+00,9.027865703822408605e-01,9.001323818164813639e-01,2.000000000000000000e+01
1.139534712925432292e+00,9.047295000866458770e-01,9.021913310469809044e-01,2.000000000000000000e+01
1.149534712925432300e+00,9.066724297910508934e-01,9.042502802774804449e-01,2.000000000000000000e+01
1.159534712925432309e+00,9.086020779923974500e-01,9.063092295079800964e-01,2.000000000000000000e+01
1.169534712925432318e+00,9.104341348908095988e-01,9.083681787384796369e-01,2.000000000000000000e+01
1.179534712925432327e+00,9.122661917892218586e-01,9.103091172343260595e-01,2.000000000000000000e+01
1.189534712925432336e+00,9.140982486876340074e-01,9.121740297903039307e-01,2.000000000000000000e+01
1.199534712925432345e+00,9.159303055860461562e-01,9.140389423462820240e-01,2.000000000000000000e+01
1.209534712925432354e+00,9.177623624844584160e-01,9.159038549022600062e-01,2.000000000000000000e+01
1.219534712925432363e+00,9.195944193828706759e-01,9.177687674582377664e-01,2.000000000000000000e+01
1.229534712925432371e+00,9.214264762812829357e-01,9.196336800142158596e-01,2.000000000000000000e+01
1.239534712925432380e+00,9.232585331796950845e-01,9.214985925701939529e-01,2.000000000000000000e+01
1.249534712925432389e+00,9.250905900781073443e-01,9.233635051261717130e-01,2.000000000000000000e+01
1.259534712925432398e+00,9.269226469765194931e-01,9.252284176821496953e-01,2.000000000000000000e+01
1.269534712925432407e+00,9.287547038749316419e-01,9.270933302381276775e-01,2.000000000000000000e+01
1.279534712925432416e+00,9.305867607733439018e-01,9.289582427941056597e-01,2.000000000000000000e+01
1.289534712925432425e+00,9.324188176717561616e-01,9.308231553500836419e-01,2.000000000000000000e+01
1.299534712925432434e+00,9.342786121766228913e-01,9.326880679060616242e-01,2.000000000000000000e+01
1.309534712925432443e+00,9.361430534031027761e-01,9.345529804620396064e-01,2.000000000000000000e+01
1.319534712925432451e+00,9.380074946295825500e-01,9.364178930180175886e-01,2.000000000000000000e+01
1.329534712925432460e+00,9.398719358560624348e-01,9.382828055739955708e-01,2.000000000000000000e+01
1.339534712925432469e+00,9.417363770825422087e-01,9.401477181299735530e-01,2.000000000000000000e+01
1.349534712925432478e+00,9.436008183090220935e-01,9.420126306859515353e-01,2.000000000000000000e+01
1.359534712925432487e+00,9.454652595355019784e-01,9.438775432419295175e-01,2.000000000000000000e+01
1.369534712925432496e+00,9.473297007619818633e-01,9.457424557979074997e-01,2.000000000000000000e+01
1.379534712925432505e+00,9.491941419884615261e-01,9.476073683538854819e-01,2.000000000000000000e+01
1.389534712925432514e+00,9.510585832149414109e-01,9.494722809098634642e-01,2.000000000000000000e+01
1.399534712925432522e+00,9.529230244414211848e-01,9.513371934658414464e-01,2.000000000000000000e+01
1.409534712925432531e+00,9.547874656679010696e-01,9.532021060218193176e-01,2.000000000000000000e+01
1.419534712925432540e+00,9.566519068943809545e-01,9.550636041927963449e-01,2.000000000000000000e+01
1.429534712925432549e+00,9.585163481208607283e-01,9.567177148096536188e-01,2.000000000000000000e+01
1.439534712925432558e+00,9.603807893473406132e-01,9.583718254265107817e-01,2.000000000000000000e+01
1.449534712925432567e+00,9.621342843971337766e-01,9.600259360433679445e-01,2.000000000000000000e+01
1.459534712925432576e+00,9.638591513176237857e-01,9.616800466602252184e-01,2.000000000000000000e+01
1.469534712925432585e+00,9.655840182381137948e-01,9.633341572770823813e-01,2.000000000000000000e+01
1.479534712925432371e+00,9.673088851586035819e-01,9.649882678939395442e-01,2.000000000000000000e+01
1.489534712925432602e+00,9.690337520790937020e-01,9.666423785107967070e-01,2.000000000000000000e+01
1.499534712925432833e+00,9.707586189995836001e-01,9.682964891276539809e-01,2.000000000000000000e+01
1.509534712925432620e+00,9.724834859200736092e-01,9.699505997445110328e-01,2.000000000000000000e+01
1.519534712925432407e+00,9.742083528405635073e-01,9.716047103613683067e-01,2.000000000000000000e+01
1.529534712925432638e+00,9.759332197610535165e-01,9.732588209782255806e-01,2.000000000000000000e+01
1.539534712925432869e+00,9.776580866815435256e-01,9.749129315950827435e-01,2.000000000000000000e+01
1.549534712925432656e+00,9.793829536020334237e-01,9.765670422119399063e-01,2.000000000000000000e+01
1.559534712925432443e+00,9.811078205225234328e-01,9.782211528287970692e-01,2.000000000000000000e+01
1.569534712925432673e+00,9.828326874430133309e-01,9.798752634456543431e-01,2.000000000000000000e+01
1.579534712925432904e+00,9.845575543635034510e-01,9.815293740625115060e-01,2.000000000000000000e+01
1.589534712925432691e+00,9.862824212839932381e-01,9.831834846793687799e-01,2.000000000000000000e+01
1.599534712925432478e+00,9.880072882044831362e-01,9.848375952962258317e-01,2.000000000000000000e+01
1.609534712925432709e+00,9.897321551249732563e-01,9.864917059130831056e-01,2.000000000000000000e+01
1.619534712925432940e+00,9.912890693252438545e-01,9.881458165299403795e-01,2.000000000000000000e+01
1.629534712925432727e+00,9.928397438447245094e-01,9.897999271467975424e-01,2.000000000000000000e+01
1.639534712925432514e+00,9.943904183642050532e-01,9.914540377636547053e-01,2.000000000000000000e+01
1.649534712925432745e+00,9.959410928836858190e-01,9.931081483805119792e-01,2.000000000000000000e+01
1.659534712925432975e+00,9.974917674031664738e-01,9.947622589973691420e-01,2.000000000000000000e+01
1.669534712925432762e+00,9.990424419226470176e-01,9.964163696142263049e-01,2.000000000000000000e+01
1.679534712925432549e+00,1.000593116442127783e+00,9.980704802310834678e-01,2.000000000000000000e+01
1.689534712925432780e+00,1.002143790961608438e+00,9.997245908479406307e-01,2.000000000000000000e+01
1.699534712925433011e+00,1.003694465481089093e+00,1.001378701464797905e+00,2.000000000000000000e+01
1.709534712925432798e+00,1.005245140000569748e+00,1.002998320995327708e+00,2.000000000000000000e+01
1.719534712925432585e+00,1.006795814520050403e+00,1.004483348869427362e+00,2.000000000000000000e+01
1.729534712925432816e+00,1.008346489039531058e+00,1.005968376743527015e+00,2.000000000000000000e+01
1.739534712925433046e+00,1.009897163559011712e+00,1.007453404617626447e+00,2.000000000000000000e+01
1.749534712925432833e+00,1.011447838078492367e+00,1.008938432491726322e+00,2.000000000000000000e+01
1.759534712925432620e+00,1.012998512597973022e+00,1.010423460365825754e+00,2.000000000000000000e+01
1.769534712925432851e+00,1.014549187117453677e+00,1.011908488239925630e+00,2.000000000000000000e+01
1.779534712925433082e+00,1.016099861636934332e+00,1.013393516114025283e+00,2.000000000000000000e+01
1.789534712925432869e+00,1.017650536156414987e+00,1.014878543988124937e+00,2.000000000000000000e+01
1.799534712925432656e+00,1.019189456525665616e+00,1.016363571862224591e+00,2.000000000000000000e+01
1.809534712925432887e+00,1.020649728507028842e+00,1.017848599736324022e+00,2.000000000000000000e+01
1.819534712925433118e+00,1.022110000488392290e+00,1.019333627610423898e+00,2.000000000000000000e+01
1.829534712925432904e+00,1.023570272469755515e+00,1.020818655484523552e+00,2.000000000000000000e+01
1.839534712925432691e+00,1.025030544451118741e+00,1.022303683358623205e+00,2.000000000000000000e+01
1.849534712925432922e+00,1.026490816432481967e+00,1.023788711232722859e+00,2.000000000000000000e+01
1.859534712925433153e+00,1.027951088413845415e+00,1.025273739106822513e+00,2.000000000000000000e+01
1.869534712925432940e+00,1.029411360395208641e+00,1.026758766980922166e+00,2.000000000000000000e+01
1.879534712925432727e+00,1.030871632376572089e+00,1.028243794855021820e+00,2.000000000000000000e+01
1.889534712925432958e+00,1.032331904357935537e+00,1.029728822729121474e+00,2.000000000000000000e+01
1.899534712925433189e+00,1.033792176339298541e+00,1.031213850603221127e+00,2.000000000000000000e+01
1.909534712925432975e+00,1.035252448320661989e+00,1.032698878477320781e+00,2.000000000000000000e+01
1.919534712925432762e+00,1.036712720302025215e+00,1.034183906351420434e+00,2.000000000000000000e+01
1.929534712925432993e+00,1.038172992283388663e+00,1.035668934225520088e+00,2.000000000000000000e+01
1.939534712925433224e+00,1.039633264264752111e+00,1.037153962099619742e+00,2.000000000000000000e+01
1.949534712925433011e+00,1.041093536246115114e+00,1.038638989973719395e+00,2.000000000000000000e+01
1.959534712925432798e+00,1.042553808227478562e+00,1.040124017847819049e+00,2.000000000000000000e+01
1.969534712925433029e+00,1.044014080208842010e+00,1.041609045721918703e+00,2.000000000000000000e+01
1.979534712925433260e+00,1.045474352190205236e+00,1.043094073596018578e+00,2.000000000000000000e+01
1.989534712925433046e+00,1.046934624171568462e+00,1.044579101470118010e+00,2.000000000000000000e+01
1.999534712925432833e+00,1.048394896152931688e+00,1.046064129344217664e+00,2.000000000000000000e+01
2.009534712925432842e+00,1.049855168134295136e+00,1.047549157218317317e+00,2.000000000000000000e+01
2.019534712925433517e+00,1.051270167751839235e+00,1.049034185092417193e+00,2.000000000000000000e+01
2.029534712925433304e+00,1.052667412798494961e+00,1.050519212966516625e+00,2.000000000000000000e+01
2.039534712925433091e+00,1.054064657845150688e+00,1.052004240840616278e+00,2.000000000000000000e+01
2.049534712925432878e+00,1.055461902891806414e+00,1.053467682514495074e+00,2.000000000000000000e+01
2.059534712925433553e+00,1.056859147938462362e+00,1.054840648364819611e+00,2.000000000000000000e+01
2.069534712925433340e+00,1.058256392985117866e+00,1.056213614215144148e+00,2.000000000000000000e+01
2.079534712925433126e+00,1.059653638031773815e+00,1.057586580065468462e+00,2.000000000000000000e+01
2.089534712925432913e+00,1.061050883078429541e+00,1.058959545915792999e+00,2.000000000000000000e+01
2.099534712925433588e+00,1.062448128125085489e+00,1.060332511766117314e+00,2.000000000000000000e+01
2.109534712925433375e+00,1.063845373171741215e+00,1.061705477616441851e+00,2.000000000000000000e+01
2.119534712925433162e+00,1.065242618218396942e+00,1.063078443466766165e+00,2.000000000000000000e+01
2.129534712925432949e+00,1.066639863265052668e+00,1.064451409317090480e+00,2.000000000000000000e+01
2.139534712925433624e+00,1.068037108311708394e+00,1.065824375167415239e+00,2.000000000000000000e+01
2.149534712925433411e+00,1.069434353358364120e+00,1.067197341017739554e+00,2.000000000000000000e+01
2.159534712925433197e+00,1.070831598405019847e+00,1.068570306868064090e+00,2.000000000000000000e+01
2.169534712925432984e+00,1.072228843451675573e+00,1.069943272718388627e+00,2.000000000000000000e+01
2.179534712925433659e+00,1.073626088498331521e+00,1.071316238568712942e+00,2.000000000000000000e+01
2.189534712925433446e+00,1.075023333544987247e+00,1.072689204419037479e+00,2.000000000000000000e+01
2.199534712925433233e+00,1.076420578591642974e+00,1.074062170269362015e+00,2.000000000000000000e+01
2.209534712925433020e+00,1.077817823638298700e+00,1.075435136119686330e+00,2.000000000000000000e+01
